,refArea,Indicator Code,Value,Observation URI,references,publisher,dataset,refPeriod
1,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,10744320000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2002,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2002
2,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,18129460000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2003,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2003
3,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,19014600000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2004,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2004
4,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,18768320000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2005,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2005
5,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,20011590000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2006,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2006
6,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,23818920000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2007,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2007
7,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,31275510000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2008,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2008
8,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,31705350000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2009,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2009
9,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,32178700000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2010,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2010
10,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,32895860000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2011,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2011
11,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,33925310000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2012,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2012
12,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,35536670000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2013,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2013
13,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,36280250000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2014,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2014
14,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,33770860000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2015,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2015
15,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,34273980000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2016,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2016
16,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,35407020000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2017,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2017
17,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,36710640000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2018,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2018
18,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,35491420000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2019,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2019
19,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,17827620000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2020,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2020
20,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,18982250000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2021,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2021
21,http://dbpedia.org/resource/Lebanon,BM.GSR.TOTL.CD,25750900000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BM.GSR.TOTL.CD-2022,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2022
22,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-4540836000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2002,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2002
23,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-5138387000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2003,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2003
24,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-4405596000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2004,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2004
25,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-2748001000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2005,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2005
26,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-1116363000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2006,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2006
27,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-1604778000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2007,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2007
28,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-4102658000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2008,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2008
29,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-6740936000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2009,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2009
30,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-7552051000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2010,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2010
31,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-5523546000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2011,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2011
32,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-10316750000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2012,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2012
33,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-11959790000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2013,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2013
34,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-12615310000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2014,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2014
35,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-8541780000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2015,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2015
36,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-10473960000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2016,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2016
37,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-12133900000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2017,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2017
38,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-13366900000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2018,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2018
39,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-11264600000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2019,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2019
40,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-2778567000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2020,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2020
41,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-3404941000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2021,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2021
42,http://dbpedia.org/resource/Lebanon,BN.CAB.XOKA.CD,-6481303000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BN.CAB.XOKA.CD-2022,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,2022
43,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,9020000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1960,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1960
44,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,5130000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1961,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1961
45,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,2460000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1962,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1962
46,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,2190000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1963,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1963
47,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,-1380000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1964,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1964
48,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,1080000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1965,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1965
49,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,1580000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1966,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1966
50,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,1640000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1967,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1967
51,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,16800000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1968,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1968
52,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,1460000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1969,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1969
53,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,2540000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1970,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1970
54,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,2450000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1971,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1971
55,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,6600000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1972,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1972
56,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,7100000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1973,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1973
57,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,134740000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1974,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1974
58,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,8680000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1975,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1975
59,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,32180000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1976,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1976
60,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,125670000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1977,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1977
61,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,212410000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1978,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1978
62,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,92110000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1979,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1979
63,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,259820000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1980,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1980
64,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,382920000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1981,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1981
65,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,149920000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1982,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1982
66,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,63400000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1983,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1983
67,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,28000000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1984,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1984
68,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,53900000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1985,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1985
69,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,29450000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1986,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1986
70,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,57460000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1987,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1987
71,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,77030000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1988,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1988
72,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,69600000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1989,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1989
73,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,246270000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1990,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1990
74,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,105090000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1991,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1991
75,http://dbpedia.org/resource/Lebanon,BX.GRT.EXTA.CD.WD,40940000,http://linked.aub.edu.lb/CODEC/Lebanon/observation/external-debt-Lebanon-BX.GRT.EXTA.CD.WD-1992,https://data.humdata.org/dataset/world-bank-external-debt-indicators-for-lebanon,The World Bank,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/external-debt-Lebanon,1992
